ค่าใช้จ่ายเฉลี่ยต่อเดือนต่อครัวเรือน จำแนกตามภาค และจังหวัด พ.ศ. 2549 - 2558,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Average Monthly Expenditure Per Household by Region and Province: 2006 - 2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,บาท   Baht  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ภาค และจังหวัด,,2549,2550,2551,2552,2553,2554,2555,2556,2557,2558,Region and province,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,-2006,-2007,-2008,-2009,-2010,-2011,-2012,-2013,-2014,-2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 ทั่วราชอาณาจักร ,,14311,14500,15942,16205,16819,17403,18766,19061,20892,21157, Whole Kingdom ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 ตอนพิเศษ ,,24194,23996,28140,27985,28055,27566,31971,32425,31606,30882, Greater Bangkok ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
     กรุงเทพมหานคร ,,25749,25615,31199,30334,29647,29969,33957,35024,34426,33086,     Bangkok ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
     สมุทรปราการ ,,15683,15910,16753,18450,19973,20158,25861,26193,22747,22332,     Samut Prakan ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
     นนทบุรี ,,25950,26414,28329,29487,32423,29099,28731,26947,30812,31381,     Nonthaburi ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
     ปทุมธานี ,,21731,19468,21910,22460,23118,18993,30669,29514,30197,29770,     Pathum Thani ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 ภาคกลาง ,,15373,15168,16711,17106,16894,16954,19762,19728,21144,21055, Central Region ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
     พระนครศรีอยุธยา ,,15859,16757,19201,20717,18789,17534,25216,20494,20410,22218,     Phra Nakhon Si Ayutthaya ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
     อ่างทอง ,,13318,13431,13432,20773,17960,16591,21273,21183,19634,17574,     Ang Thong ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
     ลพบุรี ,,15870,14462,15386,16764,14433,14875,17357,15945,14911,17969,     Lop Buri ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
     สิงห์บุรี ,,16209,14988,13792,17787,15643,19207,23475,22118,19632,22137,     Sing Buri ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
     ชัยนาท ,,13358,12841,12162,14272,16110,17392,15536,17767,17091,17163,     Chai Nat ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
     สระบุรี ,,17063,15467,15783,17378,17228,19377,21413,22765,22811,23017,     Saraburi ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
     ชลบุรี ,,19770,21048,23077,21312,21123,20573,25499,24934,25704,24182,     Chon Buri ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
     ระยอง ,,17215,18165,19196,18559,17689,18546,21024,21873,23303,24434,     Rayong ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
     จันทบุรี ,,17279,16449,17830,17290,19828,18861,19595,17597,20650,23351,     Chanthaburi ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
     ตราด ,,13296,13463,13010,13365,13439,17051,15663,16706,18127,18989,     Trat ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
     ฉะเชิงเทรา ,,14646,16231,16531,19009,18295,17958,23080,26071,23342,21783,     Chachoengsao ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
     ปราจีนบุรี ,,14539,16471,17944,18472,18565,22883,19734,18315,20790,20995,     Prachin Buri ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
     นครนายก ,,13091,13584,13167,13574,12889,13807,16460,17697,17483,18154,     Nakhon Nayok ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
     สระแก้ว ,,8342,9975,15120,12396,12697,15130,19531,18571,20227,20577,     Sa Kaeo ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
     ราชบุรี ,,16961,14786,17585,16951,17082,13847,16760,17253,17515,15084,     Ratchaburi ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
     กาญจนบุรี ,,13821,12457,15772,15669,16243,13777,17220,17301,17187,15765,     Kanchanaburi ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
     สุพรรณบุรี ,,12645,11892,12642,11924,13104,11908,12393,13450,14869,14146,     Suphan Buri ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
     นครปฐม ,,19070,18139,17890,17308,17064,15981,20409,21305,25876,26025,     Nakhon Pathom ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
     สมุทรสาคร ,,14197,14076,15045,18074,15869,18164,18165,18565,22560,22877,     Samut Sakhon ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
     สมุทรสงคราม ,,11833,9918,13388,17830,16546,15601,16953,16558,19511,18801,     Samut Songkhram ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
     เพชรบุรี ,,13144,13256,13956,14509,17102,18275,19141,18469,20170,22154,     Phetchaburi ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
     ประจวบคีรีขันธ์ ,,16477,15977,17693,15782,16161,17236,21452,22393,25915,21268,     Prachuap Khiri Khan ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 ภาคเหนือ ,,11185,10990,11746,12051,12818,13668,14010,14066,15286,15268, Northern Region ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
     เชียงใหม่ ,,12606,12480,13988,14234,14775,15607,14585,11704,13732,11864,     Chiang Mai ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
     ลำพูน ,,12791,12789,14370,16476,15968,16605,17898,20381,20063,20550,     Lamphun ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
     ลำปาง ,,12767,11360,11879,10744,12433,14693,15194,15102,16021,15315,     Lampang ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
     อุตรดิตถ์ ,,12974,11217,9994,10275,11274,13433,12016,13550,15220,15815,     Uttaradit ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
     แพร่ ,,10454,11491,10321,10695,13539,14135,13959,15479,15455,16449,     Phrae ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
     น่าน ,,11626,11578,10841,12290,12571,14280,13623,14078,13920,14165,     Nan ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
     พะเยา ,,9815,10495,9547,10399,11202,12348,11484,11245,11835,13783,     Phayao ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
     เชียงราย ,,10484,10702,10157,10337,11430,12726,11391,11068,11231,12075,     Chiang Rai ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
     แม่ฮ่องสอน ,,6147,5333,5917,5283,6332,7224,7879,7405,9686,12131,     Mae Hong Son ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
     นครสวรรค์ ,,10045,10699,11791,11683,13194,13848,13933,14268,16193,17128,     Nakhon Sawan ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
     อุทัยธานี ,,10260,9726,10728,12000,11720,12710,13853,13083,15690,16402,     Uthai Thani ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
     กำแพงเพชร ,,13196,12461,14401,13423,15050,13540,15006,16360,17880,17371,     Kamphaeng Phet ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
     ตาก ,,9568,8874,9729,9615,10389,10261,12657,13149,13919,15176,     Tak ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
     สุโขทัย ,,9933,8695,9951,11501,11757,13315,14321,15312,14905,17246,     Sukhothai ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
     พิษณุโลก ,,11416,11276,11805,12163,13801,15163,17459,19928,19003,17650,     Phitsanulok ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
     พิจิตร ,,10840,10160,13671,14798,13277,14623,15484,14791,18687,16854,     Phichit ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
     เพชรบูรณ์ ,,10392,10946,12499,12862,12059,11423,13879,13789,15599,16141,     Phetchabun ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 ภาคตะวันออกเฉียงเหนือ ,,10316,10920,11939,12260,13422,14375,14277,15092,16284,17032, Northeastern Region ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
     นครราชสีมา ,,10154,11305,13228,13939,13665,14251,15397,15618,17771,18645,     Nakhon Ratchasima ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
     บุรีรัมย์ ,,8632,8537,10727,10427,12228,13629,12939,14343,13952,16087,     Buri Ram ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
     สุรินทร์ ,,12028,12116,12579,12038,14536,14401,14746,18584,17069,18537,     Surin ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
     ศรีสะเกษ ,,9316,9070,8679,8725,9765,11672,12837,13368,14609,18124,     Si Sa Ket ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
     อุบลราชธานี ,,9255,10399,10943,11343,13278,16030,14755,13587,15478,13848,     Ubon Ratchathani ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
     ยโสธร ,,8914,9209,10429,10101,11631,12842,12110,12549,15867,14453,     Yasothon ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
     ชัยภูมิ ,,8842,9344,9952,10324,13086,12145,16090,15022,17163,16332,     Chaiyaphum ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
     อำนาจเจริญ ,,10361,10224,12516,12772,13989,14862,14240,14162,17529,17029,     Amnat Charoen ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
     บึงกาฬ ,,,,,,,,17098,20283,20073,23697,     Bungkan ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
     หนองบัวลำภู ,,11250,11717,13114,13302,15955,16381,13356,13664,17622,18761,     Nong Bua Lam Phu ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
     ขอนแก่น ,,9335,11247,13803,13892,13483,12866,12677,13915,15700,16880,     Khon Kaen ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
     อุดรธานี ,,12257,14759,14353,17307,20697,19086,18347,21439,21620,22535,     Udon Thani ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
     เลย ,,12187,12341,12211,11181,12871,15155,14314,14916,15789,16232,     Loei ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
     หนองคาย ,,12281,12131,12231,13598,14340,15517,15012,15670,18361,19278,     Nong Khai ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
     มหาสารคาม ,,10579,11605,11770,12692,12863,16636,14714,15506,14254,14654,     Maha Sarakham ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
     ร้อยเอ็ด ,,10053,10638,12565,12176,13826,15476,16708,15348,17762,17756,     Roi Et ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
     กาฬสินธุ์ ,,10232,10099,9985,9186,10621,13028,11151,12445,12178,12747,     Kalasin ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
     สกลนคร ,,11006,10916,11389,12623,11007,12337,11233,13021,13475,14549,     Sakon Nakhon ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
     นครพนม ,,10256,9652,12573,10868,11665,12049,10826,11447,12562,13973,     Nakhon Phanom ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
     มุกดาหาร ,,12211,11818,12463,13188,15094,15637,13016,13146,15203,17767,     Mukdahan ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 ภาคใต้ ,,15260,15875,16878,17298,18173,19686,20645,20372,21016,21293, Southern Region ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
     นครศรีธรรมราช ,,14918,14990,16841,18763,19225,20756,22102,19364,20661,19829,     Nakhon Si Thammarat ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
     กระบี่ ,,14849,15553,16989,19377,21454,19812,19536,20836,32837,28403,     Krabi ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
     พังงา ,,15979,17870,17400,15100,19675,19272,19209,17900,21719,20717,     Phangnga ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
     ภูเก็ต ,,19492,19329,22536,23783,22260,21255,27151,25338,28111,27435,     Phuket ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
     สุราษฎร์ธานี ,,16245,18133,20983,19720,20852,22826,27927,28119,26410,26165,     Surat Thani ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
     ระนอง ,,15101,16358,13962,16218,19619,23602,20343,22587,18247,18617,     Ranong ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
     ชุมพร ,,14044,15074,15681,16452,18654,20567,23952,22552,23985,24542,     Chumphon ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
     สงขลา ,,18111,18668,19534,18929,19488,20612,21383,21670,21744,23617,     Songkhla ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
     สตูล ,,11737,14716,17497,18043,19031,18954,20190,22715,19715,19591,     Satun ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
     ตรัง ,,18370,19149,18632,17085,18187,22687,19618,20922,17107,19795,     Trang ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
     พัทลุง ,,18124,15750,13743,17613,17442,18112,18404,16636,18514,17143,     Phattalung ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
     ปัตตานี ,,11490,12531,11765,13784,11928,14012,14119,16668,14809,15341,     Pattani ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
     ยะลา ,,13077,11990,12337,10580,12576,14777,12883,12522,12370,13454,     Yala ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
     นราธิวาส ,,8201,9711,11302,10486,12162,13901,12686,13728,11986,13717,     Narathiwat ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
     ที่มา:,การสำรวจภาวะเศรษฐกิจและสังคมของครัวเรือน  สำนักงานสถิติแห่งชาติ  กระทรวงเทคโนโลยีสารสนเทศและการสื่อสาร,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Source:,"The Household Socio - Economic Survey, National Statistical Office, Ministry of Information and Communication Technology",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,